gender,co_city,Industry,ifdisc,DiscTypesMeet,resType,disc_think,DiscThinkTypes,4.Please select the specific category in which your job falls within the finance industry (请选择您的工作在金融行业中的具体类别),5.Please select the specific category in which your job falls within the Internet industry (请选择您的工作在互联网行业中的具体类别),Finance_type,Internet_type
female,Beijing,Finance,No,,No action,Unsure,,A.投资类（投资经理、风控、催收、证券、交易员、期货、操盘手、基金、股票、投资顾问、信托、典当、担保、权证等）,,A,
male,Shenzhen,Internet,Yes,Age ,Ask for help,Yes,"Gender, Education",,D.工程类（电气工程师、电子工程师、PLC测试工程师、设备工程师、硬件工程师、结构工程师、工艺工程师等）,,D
male,Shenzhen,Internet,Yes,Age ,Ask for help,Yes,"Gender, Education, Health",,E.产品类（产品经理、产品助理、产品运营等）,,E
female,Shanghai,Internet,Yes,"Age, Health",Ask for help,No,,,D.工程类（电气工程师、电子工程师、PLC测试工程师、设备工程师、硬件工程师、结构工程师、工艺工程师等）,,D
female,Guangzhou,Internet,Yes,Education,Ask for help,Yes,"Age, Education",,C.数据类（数据开发、数据分析师、数据架构、深度学习、人工智能、区块链等）,,C
male,Beijing,Internet,Yes,"Gender, Education",Ask for help,Yes,"Gender, Education",,C.数据类（数据开发、数据分析师、数据架构、深度学习、人工智能、区块链等）,,C
female,Guangzhou,Finance,Yes,Education,Ask for help,Yes,"Gender, Education",B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
male,Shanghai,Finance,Yes,"Gender, Age, Education, Health",Ask for help,Yes,"Gender, Education",C.保险类（财产保险、保险内勤、理赔、精算师、保险销售、理财顾问、查勘定损、车险等）,,C,
male,Hangzhou,Finance,Yes,Education,Ask for help,Unsure,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
male,Beijing,Internet,Yes,Education,Ask for help,Yes,"Gender, Age, Education",,C.数据类（数据开发、数据分析师、数据架构、深度学习、人工智能、区块链等）,,C
male,Beijing,Internet,Yes,"Age, Education, Health",Ask for help,Yes,"Age, Education",,C.数据类（数据开发、数据分析师、数据架构、深度学习、人工智能、区块链等）,,C
male,Shanghai,Internet,Yes,Education,No action,Yes,"Gender, Education",,E.产品类（产品经理、产品助理、产品运营等）,,E
male,Beijing,Internet,Yes,"Age, Education",Ask for help,Yes,"Gender, Education",,A.开发类（Java开发、PHP、Python、Android、Hadoop、Node.js等）,,A
male,Shenzhen,Internet,Yes,"Gender, Education, Health",Ask for help,No,,,A.开发类（Java开发、PHP、Python、Android、Hadoop、Node.js等）,,A
female,Beijing,Finance,Yes,"Gender, Education, Health",Ask for help,Yes,"Age, Education",A.投资类（投资经理、风控、催收、证券、交易员、期货、操盘手、基金、股票、投资顾问、信托、典当、担保、权证等）,,A,
female,Shenzhen,Internet,Yes,Age ,Ask for help,Yes,"Gender, Education",,A.开发类（Java开发、PHP、Python、Android、Hadoop、Node.js等）,,A
female,Shanghai,Finance,No,,Ask for help,No,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Guangzhou,Finance,No,,No action,Yes,"Gender, Education",A.投资类（投资经理、风控、催收、证券、交易员、期货、操盘手、基金、股票、投资顾问、信托、典当、担保、权证等）,,A,
male,Shenzhen,Internet,Yes,"Age, Education",Ask for help,No,,,A.开发类（Java开发、PHP、Python、Android、Hadoop、Node.js等）,,A
female,Beijing,Internet,Yes,"Education, Health",Ask for help,No,,,A.开发类（Java开发、PHP、Python、Android、Hadoop、Node.js等）,,A
female,Shanghai,Internet,Yes,Education,Ask for help,No,,,A.开发类（Java开发、PHP、Python、Android、Hadoop、Node.js等）,,A
female,Shenzhen,Finance,Yes,"Gender, Education",Ask for help,Yes,"Gender, Education",B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Hangzhou,Internet,Yes,Age ,Ask for help,No,,,C.数据类（数据开发、数据分析师、数据架构、深度学习、人工智能、区块链等）,,C
male,Shenzhen,Finance,Yes,"Age, Education",Ask for help,Yes,"Gender, Education",A.投资类（投资经理、风控、催收、证券、交易员、期货、操盘手、基金、股票、投资顾问、信托、典当、担保、权证等）,,A,
male,Hangzhou,Finance,Yes,"Gender, Age, Education",Ask for help,Unsure,,C.保险类（财产保险、保险内勤、理赔、精算师、保险销售、理财顾问、查勘定损、车险等）,,C,
male,Shanghai,Internet,No,,Other,Unsure,,,E.产品类（产品经理、产品助理、产品运营等）,,E
female,Shenzhen,Finance,Yes,Education,No action,Unsure,,C.保险类（财产保险、保险内勤、理赔、精算师、保险销售、理财顾问、查勘定损、车险等）,,C,
male,Guangzhou,Internet,Yes,"Gender, Education",Ask for help,Yes,"Age, Education",,D.工程类（电气工程师、电子工程师、PLC测试工程师、设备工程师、硬件工程师、结构工程师、工艺工程师等）,,D
male,Hangzhou,Internet,No,,Ask for help,Unsure,,,D.工程类（电气工程师、电子工程师、PLC测试工程师、设备工程师、硬件工程师、结构工程师、工艺工程师等）,,D
male,Shanghai,Finance,No,,Ask for help,Unsure,,A.投资类（投资经理、风控、催收、证券、交易员、期货、操盘手、基金、股票、投资顾问、信托、典当、担保、权证等）,,A,
male,Shanghai,Finance,Yes,"Education, Health",Ask for help,Yes,"Age, Education",A.投资类（投资经理、风控、催收、证券、交易员、期货、操盘手、基金、股票、投资顾问、信托、典当、担保、权证等）,,A,
female,Guangzhou,Internet,Yes,"Gender, Education",Ask for help,No,,,A.开发类（Java开发、PHP、Python、Android、Hadoop、Node.js等）,,A
female,Hangzhou,Internet,Yes,"Gender, Age",Ask for help,No,,,D.工程类（电气工程师、电子工程师、PLC测试工程师、设备工程师、硬件工程师、结构工程师、工艺工程师等）,,D
female,Beijing,Internet,Yes,"Education, Health",Ask for help,No,,,E.产品类（产品经理、产品助理、产品运营等）,,E
male,Beijing,Internet,Yes,"Age, Education",No action,Unsure,,,F.运营类（新媒体运营、运营专员、淘宝运营、天猫运营、淘宝客服、游戏运营等）,,F
female,Hangzhou,Internet,Yes,"Gender, Age, Education",Ask for help,Yes,"Gender, Education",,E.产品类（产品经理、产品助理、产品运营等）,,E
male,Shenzhen,Finance,Yes,Education,Ask for help,Yes,"Age, Health",B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Guangzhou,Internet,Yes,Age ,Ask for help,No,,,E.产品类（产品经理、产品助理、产品运营等）,,E
female,Guangzhou,Internet,No,,No action,Yes,"Age, Education",,D.工程类（电气工程师、电子工程师、PLC测试工程师、设备工程师、硬件工程师、结构工程师、工艺工程师等）,,D
male,Beijing,Finance,Yes,"Gender, Age, Education",Ask for help,Yes,"Age, Education",B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Beijing,Finance,Yes,"Age, Education, Health",Ask for help,Yes,"Gender, Education",C.保险类（财产保险、保险内勤、理赔、精算师、保险销售、理财顾问、查勘定损、车险等）,,C,
female,Guangzhou,Internet,Yes,"Gender, Education",Ask for help,Yes,"Age, Education",,E.产品类（产品经理、产品助理、产品运营等）,,E
male,Shenzhen,Finance,No,,No action,Yes,"Gender, Education",A.投资类（投资经理、风控、催收、证券、交易员、期货、操盘手、基金、股票、投资顾问、信托、典当、担保、权证等）,,A,
male,Shanghai,Internet,Yes,"Gender, Education",Ask for help,Yes,"Age, Education",,E.产品类（产品经理、产品助理、产品运营等）,,E
female,Shenzhen,Finance,Yes,"Age, Education",Ask for help,Yes,"Gender, Education, Health",C.保险类（财产保险、保险内勤、理赔、精算师、保险销售、理财顾问、查勘定损、车险等）,,C,
male,Shenzhen,Internet,Yes,"Gender, Education",Ask for help,Yes,"Age, Education",,A.开发类（Java开发、PHP、Python、Android、Hadoop、Node.js等）,,A
male,Beijing,Internet,Yes,"Gender, Education",Ask for help,Yes,"Age, Education, Health",,F.运营类（新媒体运营、运营专员、淘宝运营、天猫运营、淘宝客服、游戏运营等）,,F
female,Beijing,Internet,Yes,"Age, Health",Ask for help,Yes,"Gender, Education",,A.开发类（Java开发、PHP、Python、Android、Hadoop、Node.js等）,,A
male,Shenzhen,Internet,Yes,Education,No action,Unsure,,,A.开发类（Java开发、PHP、Python、Android、Hadoop、Node.js等）,,A
female,Shanghai,Internet,No,,Ask for help,No,,,A.开发类（Java开发、PHP、Python、Android、Hadoop、Node.js等）,,A
male,Shenzhen,Internet,Yes,Age ,Ask for help,Yes,"Gender, Education, Health",,E.产品类（产品经理、产品助理、产品运营等）,,E
female,Guangzhou,Internet,Yes,"Gender, Age, Education",Ask for help,Yes,"Gender, Education",,E.产品类（产品经理、产品助理、产品运营等）,,E
female,Hangzhou,Finance,Yes,"Age, Education, Health",Ask for help,No,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
male,Guangzhou,Internet,Yes,Education,Ask for help,Yes,"Age, Education",,C.数据类（数据开发、数据分析师、数据架构、深度学习、人工智能、区块链等）,,C
male,Shenzhen,Internet,Yes,"Gender, Education",Ask for help,Yes,"Gender, Education, Health",,C.数据类（数据开发、数据分析师、数据架构、深度学习、人工智能、区块链等）,,C
female,Shenzhen,Internet,Yes,Education,No action,Unsure,,,C.数据类（数据开发、数据分析师、数据架构、深度学习、人工智能、区块链等）,,C
female,Shenzhen,Finance,Yes,Education,Ask for help,Yes,"Gender, Education, Health",B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
male,Shenzhen,Internet,Yes,"Age, Education",Ask for help,Yes,"Gender, Education",,B.设计类（UI设计师、美工等）,,B
male,Shenzhen,Internet,Yes,"Gender, Education",Ask for help,Yes,"Age, Education",,C.数据类（数据开发、数据分析师、数据架构、深度学习、人工智能、区块链等）,,C
female,Guangzhou,Finance,Yes,Education,Ask for help,No,,C.保险类（财产保险、保险内勤、理赔、精算师、保险销售、理财顾问、查勘定损、车险等）,,C,
male,Guangzhou,Finance,Yes,"Age, Education",Ask for help,No,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
male,Shanghai,Internet,Yes,"Gender, Education",Ask for help,Yes,"Gender, Education",,C.数据类（数据开发、数据分析师、数据架构、深度学习、人工智能、区块链等）,,C
female,Beijing,Finance,Yes,"Gender, Age, Health",Ask for help,Yes,"Gender, Education",A.投资类（投资经理、风控、催收、证券、交易员、期货、操盘手、基金、股票、投资顾问、信托、典当、担保、权证等）,,A,
male,Shanghai,Finance,No,,No action,Yes,"Gender, Education",B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
male,Beijing,Internet,Yes,"Age, Health",Ask for help,Yes,"Gender, Education",,A.开发类（Java开发、PHP、Python、Android、Hadoop、Node.js等）,,A
male,Shanghai,Finance,Yes,"Gender, Education",Ask for help,Unsure,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Shenzhen,Finance,No,,No action,Yes,"Gender, Education",C.保险类（财产保险、保险内勤、理赔、精算师、保险销售、理财顾问、查勘定损、车险等）,,C,
male,Beijing,Internet,Yes,Education,Ask for help,Yes,"Gender, Education",,E.产品类（产品经理、产品助理、产品运营等）,,E
male,Shenzhen,Finance,Yes,"Age, Education, Health",Ask for help,Yes,"Gender, Education",A.投资类（投资经理、风控、催收、证券、交易员、期货、操盘手、基金、股票、投资顾问、信托、典当、担保、权证等）,,A,
female,Shanghai,Internet,Yes,Age ,Ask for help,Yes,"Gender, Education",,E.产品类（产品经理、产品助理、产品运营等）,,E
male,Shanghai,Finance,No,,Ask for help,No,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Shenzhen,Finance,Yes,Age ,Ask for help,Yes,"Gender, Education",A.投资类（投资经理、风控、催收、证券、交易员、期货、操盘手、基金、股票、投资顾问、信托、典当、担保、权证等）,,A,
female,Guangzhou,Finance,No,,Ask for help,No,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Hangzhou,Finance,No,,Ask for help,Unsure,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Hangzhou,Finance,Yes,Gender,Ask for help,Yes,"Gender, Age",B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Hangzhou,Finance,No,,Other,Yes,"Gender, Age, Education, Health",D.其他____________,,D,
female,Hangzhou,Finance,No,,Ask for help,Unsure,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Shanghai,Finance,Yes,"Age, Education",Ask for help,Yes,Education,A.投资类（投资经理、风控、催收、证券、交易员、期货、操盘手、基金、股票、投资顾问、信托、典当、担保、权证等）,,A,
female,Hangzhou,Finance,No,,Other,Yes,"Gender, Age, Health",B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Hangzhou,Finance,No,,No action,Yes,"Gender, Age, Education, Health",A.投资类（投资经理、风控、催收、证券、交易员、期货、操盘手、基金、股票、投资顾问、信托、典当、担保、权证等）,,A,
female,Hangzhou,Finance,No,,Other,Unsure,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Hangzhou,Finance,No,,Other,Unsure,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Hangzhou,Finance,No,,Ask for help,Yes,"Gender, Age, Education, Health",B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Hangzhou,Finance,No,,Ask for help,Unsure,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Hangzhou,Finance,No,,Ask for help,Yes,"Gender, Age, Education, Health",B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Hangzhou,Finance,No,,Ask for help,Unsure,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Hangzhou,Finance,Yes,"Gender, Age",No action,Yes,"Gender, Age, Education, Health",B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Hangzhou,Finance,Yes,"Gender, Age, Education, Health",No action,Yes,"Gender, Age, Education",B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
male,Hangzhou,Finance,Yes,"Gender, Age, Education",Ask for help,Unsure,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Hangzhou,Finance,No,,Ask for help,Yes,"Gender, Age, Education",B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
male,Hangzhou,Finance,No,,Other,Unsure,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Hangzhou,Finance,No,,No action,No,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Hangzhou,Finance,Yes,"Age, Education",Ask for help,Unsure,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
male,Hangzhou,Finance,No,,Ask for help,Yes,"Gender, Age, Education, Health",B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
male,Hangzhou,Finance,No,,Ask for help,Yes,"Age, Education",B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Beijing,Finance,No,,No action,Yes,Gender,C.保险类（财产保险、保险内勤、理赔、精算师、保险销售、理财顾问、查勘定损、车险等）,,C,
female,Shanghai,Finance,Yes,"Gender, Education",No action,Yes,"Gender, Age,  Education, Health",A.投资类（投资经理、风控、催收、证券、交易员、期货、操盘手、基金、股票、投资顾问、信托、典当、担保、权证等）,,A,
female,Beijing,Internet,No,,Ask for help,Yes,"Gender, Age",,C.数据类（数据开发、数据分析师、数据架构、深度学习、人工智能、区块链等）,,C
male,Hangzhou,Internet,No,,Other,Yes,"Gender, Age",,C.数据类（数据开发、数据分析师、数据架构、深度学习、人工智能、区块链等）,,C
male,Shanghai,Finance,No,,No action,Unsure,,A.投资类（投资经理、风控、催收、证券、交易员、期货、操盘手、基金、股票、投资顾问、信托、典当、担保、权证等）,,A,
female,Beijing,Finance,Yes,Gender,No action,Yes,"Gender, Age, Education",A.投资类（投资经理、风控、催收、证券、交易员、期货、操盘手、基金、股票、投资顾问、信托、典当、担保、权证等）,,A,
female,Hangzhou,Finance,No,,Ask for help,Yes,Gender,A.投资类（投资经理、风控、催收、证券、交易员、期货、操盘手、基金、股票、投资顾问、信托、典当、担保、权证等）,,A,
female,Shenzhen,Finance,Yes,"Gender, Education",No action,Yes,"Gender, Age, Education",A.投资类（投资经理、风控、催收、证券、交易员、期货、操盘手、基金、股票、投资顾问、信托、典当、担保、权证等）,,A,
female,Guangzhou,Finance,Yes,"Gender, Education",Other,Yes,"Gender, Age, Education, Other",D.其他____________,,D,
female,Beijing,Internet,Yes,"Gender, Education",Other,Yes,Education,,E.产品类（产品经理、产品助理、产品运营等）,,E
female,Shanghai,Finance,Yes,"Gender, Education",Ask for help,Yes,"Gender, Age, Education",A.投资类（投资经理、风控、催收、证券、交易员、期货、操盘手、基金、股票、投资顾问、信托、典当、担保、权证等）,,A,
male,Other,Internet,No,,Ask for help,Yes,"Gender, Age",,E.产品类（产品经理、产品助理、产品运营等）,,E
female,Beijing,Internet,Yes,Gender,No action,Yes,"Gender, Age",,C.数据类（数据开发、数据分析师、数据架构、深度学习、人工智能、区块链等）,,C
female,Other,Finance,No,,Other,Yes,Gender,D.其他____________,,D,
female,Other,Finance,No,,No action,Yes,"Gender, Age, Education, Health",A.投资类（投资经理、风控、催收、证券、交易员、期货、操盘手、基金、股票、投资顾问、信托、典当、担保、权证等）,,A,
female,Shanghai,Finance,Yes,Gender,No action,Yes,"Gender, Age, Education",B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
male,Other,Finance,No,,Other,No,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Shanghai,Internet,No,,No action,Yes,"Gender, Age, Education",,C.数据类（数据开发、数据分析师、数据架构、深度学习、人工智能、区块链等）,,C
female,Other,Finance,Yes,"Gender, Age, Education, Health",No action,Yes,"Gender, Age, Education, Health",B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
male,Other,Finance,No,,Ask for help,Yes,"Gender, Age, Education, Health",B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Guangzhou,Finance,No,,Other,Yes,"Gender, Age, Education, Health",B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Other,Finance,No,,Ask for help,Yes,"Gender, Age,  Education, Health",D.其他____________,,D,
female,Other,Finance,No,,Other,Yes,"Gender, Age, Education",B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
male,Other,Finance,No,,Ask for help,Yes,Health,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Other,Finance,No,,Ask for help,No,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
male,Other,Finance,No,,Ask for help,Unsure,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Other,Finance,No,,No action,Yes,"Age, Education",B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
male,Other,Finance,No,,No action,Yes,"Gender, Age, Education, Health",B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Other,Finance,No,,Other,Yes,"Gender, Age, Education",B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Other,Finance,No,,Other,Yes,"Gender, Age",A.投资类（投资经理、风控、催收、证券、交易员、期货、操盘手、基金、股票、投资顾问、信托、典当、担保、权证等）,,A,
male,Other,Finance,No,,Ask for help,Yes,"Gender, Age, Education, Health",D.其他____________,,D,
male,Other,Finance,No,,Other,Unsure,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
male,Other,Finance,No,,No action,Unsure,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
male,Other,Finance,No,,Other,Unsure,,D.其他____________,,D,
male,Beijing,Finance,No,,No action,Unsure,,A.投资类（投资经理、风控、催收、证券、交易员、期货、操盘手、基金、股票、投资顾问、信托、典当、担保、权证等）,,A,
male,Other,Finance,No,,Other,Unsure,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
male,Other,Finance,No,,Ask for help,No,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Other,Finance,No,,Ask for help,Unsure,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
male,Other,Finance,No,,Ask for help,No,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Other,Finance,No,,Other,Unsure,,D.其他____________,,D,
male,Other,Finance,No,,Ask for help,Unsure,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Other,Finance,No,,Other,Yes,"Gender, Age, Education, Health",D.其他____________,,D,
female,Hangzhou,Internet,No,,Ask for help,Unsure,,,E.产品类（产品经理、产品助理、产品运营等）,,E
male,Other,Finance,No,,Ask for help,Unsure,,D.其他____________,,D,
male,Other,Finance,No,,Ask for help,Unsure,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
male,Other,Internet,No,,Ask for help,Unsure,,,G.其他____________,,G
female,Other,Finance,No,,Other,Unsure,,D.其他____________,,D,
female,Other,Finance,No,,Ask for help,Yes,"Age, Health",B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
female,Other,Finance,No,,No action,Yes,"Gender, Age, Education",D.其他____________,,D,
female,Other,Finance,No,,Ask for help,No,,D.其他____________,,D,
male,Other,Finance,No,,Other,Unsure,,D.其他____________,,D,
male,Other,Finance,No,,Ask for help,No,,D.其他____________,,D,
male,Other,Finance,Yes,Education,No action,Yes,"Gender, Age, Education",B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
male,Other,Finance,No,,Other,Unsure,,D.其他____________,,D,
male,Other,Internet,Yes,Education,Other,No,,,G.其他____________,,G
female,Other,Finance,No,,Other,Unsure,,D.其他____________,,D,
male,Other,Finance,No,,Other,Unsure,,B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
male,Other,Internet,No,,Other,Yes,Gender,,G.其他____________,,G
female,Hangzhou,Finance,No,,Ask for help,Yes,"Gender, Age, Education",D.其他____________,,D,
female,Hangzhou,Internet,No,,Other,Unsure,,,E.产品类（产品经理、产品助理、产品运营等）,,E
female,Hangzhou,Finance,Yes,Other,Other,Yes,"Gender, Age, Other",D.其他____________,,D,
female,Hangzhou,Finance,No,,No action,Yes,"Gender, Age, Education, Health",B.银行类（银行柜员、银行销售、信审、信用卡、贷款、汽车金融等）,,B,
male,Hangzhou,Internet,No,,Ask for help,No,,,A.开发类（Java开发、PHP、Python、Android、Hadoop、Node.js等）,,A
female,Hangzhou,Internet,No,,No action,Unsure,,,G.其他____________,,G
female,Hangzhou,Internet,No,,No action,Yes,"Gender, Age",,F.运营类（新媒体运营、运营专员、淘宝运营、天猫运营、淘宝客服、游戏运营等）,,F
male,Hangzhou,Internet,No,,Ask for help,Unsure,,,G.其他____________,,G
male,Hangzhou,Internet,No,,Ask for help,Unsure,,,F.运营类（新媒体运营、运营专员、淘宝运营、天猫运营、淘宝客服、游戏运营等）,,F
female,Hangzhou,Finance,Yes,"Gender, Age, Education, Health",Ask for help,No,,D.其他____________,,D,
female,Hangzhou,Internet,No,,Ask for help,Yes,"Age, Education",,G.其他____________,,G
male,Hangzhou,Internet,No,,Ask for help,No,,,G.其他____________,,G
male,Hangzhou,Internet,No,,Ask for help,Yes,Age,,F.运营类（新媒体运营、运营专员、淘宝运营、天猫运营、淘宝客服、游戏运营等）,,F
male,Hangzhou,Internet,No,,Ask for help,Unsure,,,G.其他____________,,G
female,Hangzhou,Internet,No,,Ask for help,Unsure,,,F.运营类（新媒体运营、运营专员、淘宝运营、天猫运营、淘宝客服、游戏运营等）,,F
female,Hangzhou,Internet,No,,Ask for help,Unsure,,,F.运营类（新媒体运营、运营专员、淘宝运营、天猫运营、淘宝客服、游戏运营等）,,F
female,Hangzhou,Internet,No,,Ask for help,Yes,Education,,F.运营类（新媒体运营、运营专员、淘宝运营、天猫运营、淘宝客服、游戏运营等）,,F
female,Hangzhou,Internet,No,,Ask for help,Unsure,,,F.运营类（新媒体运营、运营专员、淘宝运营、天猫运营、淘宝客服、游戏运营等）,,F
male,Hangzhou,Internet,No,,Ask for help,Unsure,,,E.产品类（产品经理、产品助理、产品运营等）,,E
male,Hangzhou,Internet,No,,Ask for help,No,,,F.运营类（新媒体运营、运营专员、淘宝运营、天猫运营、淘宝客服、游戏运营等）,,F
female,Hangzhou,Internet,Yes,Age ,Ask for help,Yes,"Age, Education",,F.运营类（新媒体运营、运营专员、淘宝运营、天猫运营、淘宝客服、游戏运营等）,,F
female,Hangzhou,Internet,No,,No action,Yes,"Gender, Age, Education, Health",,F.运营类（新媒体运营、运营专员、淘宝运营、天猫运营、淘宝客服、游戏运营等）,,F
male,Hangzhou,Internet,No,,Ask for help,Yes,"Age, Health",,F.运营类（新媒体运营、运营专员、淘宝运营、天猫运营、淘宝客服、游戏运营等）,,F
female,Hangzhou,Internet,Yes,Education,Ask for help,Yes,"Age, Education",,F.运营类（新媒体运营、运营专员、淘宝运营、天猫运营、淘宝客服、游戏运营等）,,F
female,Hangzhou,Internet,No,,No action,Yes,"Gender, Age, Education",,F.运营类（新媒体运营、运营专员、淘宝运营、天猫运营、淘宝客服、游戏运营等）,,F
male,Hangzhou,Internet,No,,No action,Unsure,,,F.运营类（新媒体运营、运营专员、淘宝运营、天猫运营、淘宝客服、游戏运营等）,,F
female,Hangzhou,Internet,No,,Ask for help,Yes,"Gender, Age,  Education, Health",,F.运营类（新媒体运营、运营专员、淘宝运营、天猫运营、淘宝客服、游戏运营等）,,F
female,Hangzhou,Internet,No,,Ask for help,No,,,F.运营类（新媒体运营、运营专员、淘宝运营、天猫运营、淘宝客服、游戏运营等）,,F
female,Hangzhou,Internet,No,,Ask for help,Yes,Gender,,F.运营类（新媒体运营、运营专员、淘宝运营、天猫运营、淘宝客服、游戏运营等）,,F
female,Hangzhou,Internet,No,,Ask for help,Unsure,,,F.运营类（新媒体运营、运营专员、淘宝运营、天猫运营、淘宝客服、游戏运营等）,,F
male,Hangzhou,Internet,No,,Ask for help,Yes,"Age, Education",,F.运营类（新媒体运营、运营专员、淘宝运营、天猫运营、淘宝客服、游戏运营等）,,F
male,Hangzhou,Internet,No,,Ask for help,Unsure,,,F.运营类（新媒体运营、运营专员、淘宝运营、天猫运营、淘宝客服、游戏运营等）,,F
male,Hangzhou,Internet,No,,No action,Yes,Education,,F.运营类（新媒体运营、运营专员、淘宝运营、天猫运营、淘宝客服、游戏运营等）,,F
male,Hangzhou,Internet,No,,Ask for help,Unsure,,,F.运营类（新媒体运营、运营专员、淘宝运营、天猫运营、淘宝客服、游戏运营等）,,F
female,Hangzhou,Internet,No,,Ask for help,Yes,"Gender, Age, Education, Health",,G.其他____________,,G
male,Hangzhou,Internet,No,,No action,Unsure,,,F.运营类（新媒体运营、运营专员、淘宝运营、天猫运营、淘宝客服、游戏运营等）,,F
male,Hangzhou,Internet,No,,Ask for help,Yes,"Age, Education",,F.运营类（新媒体运营、运营专员、淘宝运营、天猫运营、淘宝客服、游戏运营等）,,F
male,Hangzhou,Internet,No,,Ask for help,Yes,"Gender, Age, Education, Health",,F.运营类（新媒体运营、运营专员、淘宝运营、天猫运营、淘宝客服、游戏运营等）,,F
